gene,log2FC_BaP_vs_Control,welch_p,n_bap,n_control,BH_p
Gm2098,0.211142287625,0.004215171262659965,4,4,0.7515804298960805
Uba1y,0.211142287625,0.004215171262659965,4,4,0.7515804298960805
Car9,-0.3823145267500001,0.004219963520500391,4,4,0.7515804298960805
Prss40,-0.1738507435,0.004223336104278118,4,4,0.7515804298960805
Gm71341,0.5280238632500001,0.004236529354107512,4,4,0.7515804298960805
Usp29,-0.29229014874999937,0.004243891620379069,4,4,0.7515804298960805
A330008L17Rik,0.4735649835000002,0.004383103152063123,4,4,0.7515804298960805
Etv4,-0.36993500049999994,0.00453157115552257,4,4,0.7515804298960805
Gm15432,-0.14519504037499986,0.004654148660833354,4,4,0.7515804298960805
Gcdh,-0.302029036,0.00466251064458735,4,4,0.7515804298960805
4930456L15Rik,0.2845582275,0.004757000000823876,4,4,0.7515804298960805
Gm94,-0.18134155200000002,0.004782411458636984,4,4,0.7515804298960805
Cdk20,-0.3626954945,0.00480103951539685,4,4,0.7515804298960805
Ccz1,0.2143505707500002,0.004882730877993652,4,4,0.7515804298960805
Gm5106,-0.37880444150000003,0.004887636627476842,4,4,0.7515804298960805
Ptchd3,0.33555332125,0.004906280332096241,4,4,0.7515804298960805
Gm66711,-0.5359990828750001,0.00491542794009823,4,4,0.7515804298960805
4932442E05Rik,-0.20300321874999994,0.004987810453902901,4,4,0.7515804298960805
Ncbp3,-0.27267955975,0.005016496206788031,4,4,0.7515804298960805
2310047D07Rik,-0.20163000025000022,0.005034411685221426,4,4,0.7515804298960805
Nat8,0.2822039162500001,0.005074664969159163,4,4,0.7515804298960805
3300005D01Rik,-0.18256013525000014,0.005094519992033366,4,4,0.7515804298960805
Gm21678,0.3048363315,0.005133632140579906,4,4,0.7515804298960805
Gm58303,0.3048363315,0.005133632140579906,4,4,0.7515804298960805
Gm20928,0.3048363315,0.005133632140579906,4,4,0.7515804298960805
Gm58325,0.3048363315,0.005133632140579906,4,4,0.7515804298960805
Gm20873,0.3048363315,0.005133632140579906,4,4,0.7515804298960805
Gm6162,0.15087217100000003,0.005142348817058632,4,4,0.7515804298960805
Cyp8b1,-0.18660797575,0.005160694981773753,4,4,0.7515804298960805
Tent4b,-0.29335295674999995,0.00518527569960389,4,4,0.7515804298960805
Gm15314,-0.16751107424999997,0.005194321485377813,4,4,0.7515804298960805
Gm15304,-0.16751107424999997,0.005194321485377813,4,4,0.7515804298960805
Gm15303,-0.16751107424999997,0.005194321485377813,4,4,0.7515804298960805
Gm7869,-0.16751107424999997,0.005194321485377813,4,4,0.7515804298960805
Ptprv,-0.20444616362500012,0.005215487557178917,4,4,0.7515804298960805
Spata31e1,0.14884683799999998,0.0052319290186141724,4,4,0.7515804298960805
Wdr46,-0.1917891922499999,0.005242712547465049,4,4,0.7515804298960805
Umad1,0.1584610565,0.005244052550463542,4,4,0.7515804298960805
Pigs,-0.133826463,0.005247980310622669,4,4,0.7515804298960805
Gm12933,0.09976031150000009,0.005286224117475545,4,4,0.7515804298960805
Gde1,0.13049103399999984,0.005300325994725679,4,4,0.7515804298960805
Neo1,-0.25858042825,0.005311619006728835,4,4,0.7515804298960805
Zfp607b,-0.40127643175,0.005498850675694307,4,4,0.7515804298960805
Atg5,-0.11697108425,0.005530231774243066,4,4,0.7515804298960805
Mt2,0.72570349725,0.00553114109078829,4,4,0.7515804298960805
Hrct1,-0.3728937107499999,0.005542357464666341,4,4,0.7515804298960805
Cetn3,0.16821400900000005,0.005579565247143141,4,4,0.7515804298960805
Or5w14,-0.22125867225,0.0055977986073424595,4,4,0.7515804298960805
Xpa,0.33282743962500005,0.005614661031188386,4,4,0.7515804298960805
Fam78a,0.17201154625000004,0.005626949465996208,4,4,0.7515804298960805
Gm14127,-0.32898741499999995,0.00563482543216414,4,4,0.7515804298960805
Kcnj6,0.3936920380000002,0.005637467301309559,4,4,0.7515804298960805
4921531C22Rik,-0.23541431000000002,0.005715694860494243,4,4,0.7515804298960805
Zdhhc2,0.3872938116250001,0.005728417089582792,4,4,0.7515804298960805
Arf5,0.4733125905000001,0.00574923911895719,4,4,0.7515804298960805
H2ac4,-0.3603074187499997,0.005751705715841174,4,4,0.7515804298960805
Gm8253,-0.23289660074999996,0.0057585172356593725,4,4,0.7515804298960805
Gm8112,0.22643819425,0.0057699543171837895,4,4,0.7515804298960805
Gm8158,0.22643819425,0.0057699543171837895,4,4,0.7515804298960805
Rny3,-0.92545535275,0.0057855287880605065,4,4,0.7515804298960805
Gm67032,-0.92545535275,0.0057855287880605065,4,4,0.7515804298960805
Fkbp1a,-0.3930730472499999,0.005812187884217437,4,4,0.7515804298960805
1110046J04Rik,-0.25080065387500006,0.005813011073382788,4,4,0.7515804298960805
Gm5833,0.28114071100000004,0.005845164301984085,4,4,0.7515804298960805
Lcn2,-0.24134681050000006,0.005910936581823843,4,4,0.7515804298960805
4930564D02Rik,0.20187669675,0.00595481491280433,4,4,0.7515804298960805
Cars2,-0.226946888,0.005959525140865093,4,4,0.7515804298960805
Ppp1r7,0.24424253424999998,0.00596209701658065,4,4,0.7515804298960805
Oas2,-0.33187432324999966,0.005977874495510467,4,4,0.7515804298960805
Rfc3,-0.3128531689999994,0.005992381567370206,4,4,0.7515804298960805
Bmp3,-0.5024910439999999,0.006046530942944277,4,4,0.7515804298960805
Birc5,-0.29651975025000077,0.00606345302305401,4,4,0.7515804298960805
Zbtb11os1,0.46695117875000003,0.006114981385071894,4,4,0.7515804298960805
Gm48079,-0.2078343935,0.006118273289885461,4,4,0.7515804298960805
Shpk,0.26970412224999996,0.006119633820017347,4,4,0.7515804298960805
Adar,-0.251662847625,0.00612547793383918,4,4,0.7515804298960805
Gm56714,0.11945285325000032,0.006127226465889229,4,4,0.7515804298960805
Atrn,0.19694985749999994,0.006135537292854436,4,4,0.7515804298960805
Ly6c2,0.36257324725,0.006135778482536048,4,4,0.7515804298960805
Nutm1,0.10480461575,0.00619282149074984,4,4,0.7515804298960805
Ubxn4,-0.27722401324999996,0.00626226318663433,4,4,0.7515804298960805
Patz1,0.177196878625,0.006418118588785889,4,4,0.7515804298960805
Bcap29,0.12700578725,0.006460065235316025,4,4,0.7515804298960805
Dnaaf6,0.4020752785,0.006468669462263854,4,4,0.7515804298960805
Gm4940,0.1873821682500003,0.006500342991041246,4,4,0.7515804298960805
4931408D14Rik,-0.30860663025,0.006541610050585141,4,4,0.7515804298960805
Or2a57,0.207777592,0.0065443793544355065,4,4,0.7515804298960805
Prpf38a,0.16455894000000004,0.006567825476130882,4,4,0.7515804298960805
Car1,0.22847530675,0.00658440615409967,4,4,0.7515804298960805
Tbc1d7,0.27903173500000006,0.00660240146918452,4,4,0.7515804298960805
Gm71581,-0.277698864375,0.006609856687516741,4,4,0.7515804298960805
Arhgap6,-0.286361379,0.006696939027477658,4,4,0.7515804298960805
Mybl2,-0.29122647487499975,0.006699585886966801,4,4,0.7515804298960805
Vps37c,-0.25621589075000006,0.006701320126137487,4,4,0.7515804298960805
Gm9078,0.13971531987499997,0.006789527839507313,4,4,0.7515804298960805
4933416M07Rik,-0.22853153899999995,0.0067921717248471975,4,4,0.7515804298960805
Bid,-0.3246029232500003,0.006795178116873703,4,4,0.7515804298960805
Utp25,0.17019783725000004,0.006872281953777555,4,4,0.7515804298960805
Gm15743,0.5394035132500001,0.0068733112236009294,4,4,0.7515804298960805
Aldh1a1,0.22833517625,0.006874553142583762,4,4,0.7515804298960805
Cdkn2b,-0.30632477987499973,0.006879641453396558,4,4,0.7515804298960805
Dchs2,0.09486734074999997,0.0068814065722993065,4,4,0.7515804298960805
Gm63243,-0.26211262850000006,0.006883802121807509,4,4,0.7515804298960805
Gm49390,-0.154124180625,0.006920760179286263,4,4,0.7515804298960805
Gm7847,-0.18985805425000013,0.006942639787650252,4,4,0.7515804298960805
Zc3h6,0.38242122649999993,0.006973695228755474,4,4,0.7515804298960805
Ninj2,0.34602955987500006,0.007064448124821776,4,4,0.7515804298960805
Mxd1,0.22204362999999994,0.0070797242555489075,4,4,0.7515804298960805
Gm805,-0.24814065100000005,0.007089841372149779,4,4,0.7515804298960805
Iqsec3,-0.3719311750000003,0.007091496246471723,4,4,0.7515804298960805
